Frame,Progress,VisibleTiles,RenderableTiles,MissingCount
1948,0.34048,35,35,0
1949,0.34065,35,35,0
1950,0.34082,35,35,0
1951,0.34098,35,35,0
1952,0.34115,35,35,0
1953,0.34133,36,35,2
1954,0.34149,36,35,0
1955,0.34167,36,35,0
1956,0.34184,36,35,0
1957,0.34200,36,36,0
1958,0.34217,36,36,0
1959,0.34234,36,36,0
1960,0.34252,35,35,0
1961,0.34269,35,35,0
1962,0.34286,35,35,0
1963,0.34303,35,35,0
1964,0.34319,35,35,0
1965,0.34336,35,35,0
1966,0.34353,35,35,0
1967,0.34370,35,35,0
1968,0.34387,35,35,0
1969,0.34404,35,35,0
1970,0.34421,35,35,0
1971,0.34438,35,35,0
1972,0.34456,35,35,0
1973,0.34473,35,35,0
1974,0.34490,36,35,2
1975,0.34506,36,35,0
1976,0.34523,36,35,0
1977,0.34540,36,35,0
1978,0.34557,36,35,0
1979,0.34574,36,35,0
1980,0.34591,36,35,0
1981,0.34608,35,34,0
1982,0.34625,35,35,0
1983,0.34642,35,35,0
1984,0.34659,35,35,0
1985,0.34676,35,35,0
1986,0.34693,35,35,0
1987,0.34710,35,35,0
1988,0.34727,35,35,0
1989,0.34744,35,35,0
1990,0.34761,35,35,0
1991,0.34778,35,35,0
1992,0.34795,35,35,0
1993,0.34812,35,35,0
1994,0.34829,35,35,0
1995,0.34846,35,35,0
1996,0.34862,35,35,0
1997,0.34879,35,35,0
1998,0.34897,35,35,0
1999,0.34914,35,35,0
2000,0.34930,35,35,0
2001,0.34947,35,35,0
2002,0.34964,35,35,0
2003,0.34981,34,34,0
2004,0.34998,34,34,0
2005,0.35015,34,34,0
2006,0.35032,34,34,0
2007,0.35049,34,34,0
2008,0.35066,34,34,0
2009,0.35083,34,34,0
2010,0.35100,34,34,0
2011,0.35117,34,34,0
2012,0.35134,34,34,0
2013,0.35151,34,34,0
2014,0.35168,33,33,0
2015,0.35185,33,33,0
2016,0.35202,33,33,0
2017,0.35219,33,33,0
2018,0.35236,33,33,0
2019,0.35253,33,33,0
2020,0.35270,33,33,0
2021,0.35287,33,33,0
2022,0.35304,33,33,0
2023,0.35321,33,33,0
2024,0.35338,33,33,0
2025,0.35355,33,33,0
2026,0.35372,33,33,0
2027,0.35389,33,33,0
2028,0.35406,33,33,0
2029,0.35424,33,33,0
2030,0.35440,33,33,0
2031,0.35458,33,33,0
2032,0.35475,33,33,0
2033,0.35491,33,33,0
2034,0.35508,33,33,0
2035,0.35525,33,33,0
2036,0.35542,33,33,0
2037,0.35560,33,33,0
2038,0.35576,33,33,0
2039,0.35593,33,33,0
2040,0.35610,33,33,0
2041,0.35627,33,33,0
2042,0.35644,33,33,0
2043,0.35661,33,33,0
2044,0.35678,33,33,0
2045,0.35695,33,33,0
2046,0.35712,33,33,0
2047,0.35729,33,33,0
2048,0.35746,33,33,0
2049,0.35763,33,33,0
2050,0.35780,33,33,0
2051,0.35797,33,33,0
2052,0.35814,33,33,0
2053,0.35830,33,33,0
2054,0.35847,33,33,0
2055,0.35864,33,33,0
2056,0.35881,33,33,0
2057,0.35898,33,33,0
2058,0.35915,33,33,0
2059,0.35932,33,33,0
2060,0.35948,33,33,0
2061,0.35965,33,33,0
2062,0.35982,33,33,0
2063,0.35999,33,33,0
2064,0.36016,33,33,0
2065,0.36033,33,33,0
2066,0.36050,33,33,0
2067,0.36067,33,33,0
2068,0.36084,33,33,0
2069,0.36101,33,33,0
2070,0.36118,33,33,0
2071,0.36135,33,33,0
2072,0.36152,33,33,0
2073,0.36169,34,33,2
2074,0.36186,34,33,0
2075,0.36203,34,33,0
2076,0.36220,34,33,0
2077,0.36236,34,34,0
2078,0.36253,34,34,0
2079,0.36270,34,34,0
2080,0.36287,34,34,0
2081,0.36304,34,34,0
2082,0.36321,34,34,0
2083,0.36338,34,34,0
2084,0.36355,34,34,0
2085,0.36372,34,34,0
2086,0.36389,34,34,0
2087,0.36406,34,34,0
2088,0.36423,34,34,0
2089,0.36440,34,34,0
2090,0.36457,34,34,0
2091,0.36474,34,34,0
2092,0.36491,34,34,0
2093,0.36508,34,34,0
2094,0.36525,34,34,0
2095,0.36542,34,34,0
2096,0.36559,34,34,0
2097,0.36576,34,34,0
2098,0.36593,34,34,0
2099,0.36610,34,34,0
2100,0.36627,33,33,0
2101,0.36643,33,33,0
2102,0.36661,33,33,0
2103,0.36678,33,33,0
2104,0.36695,32,32,0
2105,0.36712,32,32,0
2106,0.36729,32,32,0
2107,0.36746,32,32,0
2108,0.36763,32,32,0
2109,0.36780,32,32,0
2110,0.36797,32,32,0
2111,0.36814,31,31,0
2112,0.36831,31,31,0
2113,0.36848,31,31,0
2114,0.36865,31,31,0
2115,0.36882,31,31,0
2116,0.36899,31,31,0
2117,0.36916,31,31,0
2118,0.36933,31,31,0
2119,0.36949,31,31,0
2120,0.36966,31,31,0
2121,0.36983,31,31,0
2122,0.37000,30,30,0
2123,0.37017,30,30,0
2124,0.37034,30,30,0
2125,0.37051,30,30,0
2126,0.37068,30,30,0
2127,0.37085,31,30,1
2128,0.37102,31,30,0
2129,0.37119,31,30,0
2130,0.37136,31,30,0
2131,0.37153,31,30,0
2132,0.37170,31,30,0
2133,0.37187,31,31,0
2134,0.37204,31,31,0
2135,0.37221,31,31,0
2136,0.37238,31,31,0
2137,0.37255,31,31,0
2138,0.37272,31,31,0
2139,0.37289,31,31,0
2140,0.37306,31,31,0
2141,0.37323,31,31,0
2142,0.37340,31,31,0
2143,0.37357,31,31,0
2144,0.37374,31,31,0
2145,0.37391,31,31,0
2146,0.37408,31,31,0
2147,0.37425,31,31,0
2148,0.37442,31,31,0
2149,0.37459,30,30,0
2150,0.37476,30,30,0
2151,0.37493,30,30,0
2152,0.37510,30,30,0
2153,0.37527,30,30,0
2154,0.37544,30,30,0
2155,0.37561,30,30,0
2156,0.37578,30,30,0
2157,0.37595,30,30,0
2158,0.37612,30,30,0
2159,0.37629,30,30,0
2160,0.37646,31,29,1
2161,0.37663,31,29,0
2162,0.37680,31,29,0
2163,0.37697,31,29,0
2164,0.37714,31,29,0
2165,0.37731,31,31,0
2166,0.37748,31,31,0
2167,0.37765,31,31,0
2168,0.37782,31,31,0
2169,0.37799,31,31,0
2170,0.37816,31,31,0
2171,0.37833,31,31,0
2172,0.37850,31,31,0
2173,0.37866,31,31,0
2174,0.37883,31,31,0
2175,0.37900,31,31,0
2176,0.37917,31,31,0
2177,0.37934,34,31,4
2178,0.37951,34,31,0
2179,0.37968,34,31,0
2180,0.37985,34,31,0
2181,0.38002,34,31,0
2182,0.38019,34,31,0
2183,0.38036,34,34,0
2184,0.38053,34,34,0
2185,0.38070,34,34,0
2186,0.38087,34,34,0
2187,0.38104,34,34,0
2188,0.38121,34,34,0
2189,0.38138,34,34,0
2190,0.38155,34,34,0
2191,0.38172,34,34,0
2192,0.38189,34,34,0
2193,0.38206,34,34,0
2194,0.38223,34,34,0
2195,0.38240,33,33,0
2196,0.38257,33,33,0
2197,0.38274,33,33,0
2198,0.38291,33,33,0
2199,0.38308,33,33,0
2200,0.38325,35,33,3
2201,0.38342,35,33,0
2202,0.38359,35,33,0
2203,0.38376,34,33,0
2204,0.38393,34,33,0
2205,0.38410,34,33,0
2206,0.38427,34,33,0
2207,0.38444,34,33,0
2208,0.38461,34,33,0
2209,0.38478,34,33,0
2210,0.38495,34,34,0
2211,0.38512,34,34,0
2212,0.38529,34,34,0
2213,0.38546,34,34,0
2214,0.38563,34,34,0
2215,0.38580,34,34,0
2216,0.38597,34,34,0
2217,0.38614,34,34,0
2218,0.38631,34,34,0
2219,0.38648,34,34,0
2220,0.38665,34,34,0
2221,0.38682,34,34,0
2222,0.38699,34,34,0
2223,0.38716,34,34,0
2224,0.38733,34,34,0
2225,0.38750,34,34,0
2226,0.38767,34,34,0
2227,0.38784,33,33,0
2228,0.38801,33,33,0
2229,0.38818,33,33,0
2230,0.38835,33,33,0
2231,0.38851,33,33,0
2232,0.38868,33,33,0
2233,0.38886,33,33,0
2234,0.38902,33,33,0
2235,0.38919,33,33,0
2236,0.38936,33,33,0
2237,0.38953,33,33,0
2238,0.38970,33,33,0
2239,0.38987,33,33,1
2240,0.39004,33,33,0
2241,0.39021,32,32,0
2242,0.39038,32,32,0
2243,0.39055,32,32,0
2244,0.39072,32,32,0
2245,0.39089,32,32,0
2246,0.39106,32,32,0
2247,0.39123,32,32,0
2248,0.39140,32,32,0
2249,0.39157,32,32,0
2250,0.39174,32,32,0
2251,0.39191,32,32,0
2252,0.39208,32,32,0
2253,0.39225,32,32,0
2254,0.39242,32,32,0
2255,0.39259,32,32,0
2256,0.39276,32,32,0
2257,0.39293,32,32,0
2258,0.39310,31,31,0
2259,0.39327,31,31,0
2260,0.39344,31,31,0
2261,0.39361,31,31,0
2262,0.39378,31,31,0
2263,0.39395,30,30,0
2264,0.39412,30,30,0
2265,0.39429,30,30,0
2266,0.39446,30,30,0
2267,0.39463,30,30,0
2268,0.39480,30,30,0
2269,0.39497,30,30,0
2270,0.39514,30,30,0
2271,0.39531,29,29,0
2272,0.39548,29,29,0
2273,0.39565,28,28,0
2274,0.39582,28,28,0
2275,0.39599,28,28,0
2276,0.39616,28,28,0
2277,0.39633,28,28,0
2278,0.39650,28,28,0
2279,0.39666,28,28,0
2280,0.39684,28,28,0
2281,0.39701,28,28,0
2282,0.39718,28,28,0
2283,0.39734,28,28,0
2284,0.39751,27,27,0
2285,0.39768,27,27,0
2286,0.39785,27,27,0
2287,0.39802,26,26,0
2288,0.39819,26,26,0
2289,0.39836,26,26,0
2290,0.39853,26,26,0
2291,0.39870,26,26,0
2292,0.39887,26,26,0
2293,0.39904,26,26,0
2294,0.39921,26,26,0
2295,0.39938,26,26,0
2296,0.39955,26,26,0
2297,0.39972,26,26,0
2298,0.39989,26,26,0
2299,0.40006,26,26,0
2300,0.40023,26,26,0
2301,0.40040,26,26,0
2302,0.40057,26,26,0
2303,0.40074,26,26,0
2304,0.40091,26,26,0
2305,0.40108,26,26,0
2306,0.40125,26,26,0
2307,0.40142,26,26,0
2308,0.40159,26,26,0
2309,0.40176,26,26,0
2310,0.40193,26,26,0
2311,0.40209,26,26,0
2312,0.40227,26,26,0
2313,0.40244,26,26,0
2314,0.40261,26,26,0
2315,0.40277,26,26,0
2316,0.40294,26,26,0
2317,0.40311,26,26,0
2318,0.40328,26,26,0
2319,0.40345,26,26,0
2320,0.40362,26,26,0
2321,0.40379,26,26,0
2322,0.40396,26,26,0
2323,0.40413,26,26,0
2324,0.40430,26,26,0
2325,0.40447,26,26,0
2326,0.40463,26,26,0
2327,0.40480,26,26,0
2328,0.40498,26,26,0
2329,0.40515,26,26,0
2330,0.40532,26,26,0
2331,0.40549,26,26,0
2332,0.40566,26,26,0
2333,0.40583,26,26,0
2334,0.40600,26,26,0
2335,0.40617,26,26,0
2336,0.40634,26,26,0
2337,0.40651,26,26,0
2338,0.40668,26,26,0
2339,0.40685,26,26,0
2340,0.40702,28,21,3
2341,0.40719,28,21,0
2342,0.40735,28,21,0
2343,0.40752,28,21,0
2344,0.40769,28,21,0
2345,0.40786,28,27,0
2346,0.40803,28,28,0
2347,0.40820,28,28,0
2348,0.40837,28,28,0
2349,0.40854,28,28,0
2350,0.40871,28,28,0
2351,0.40888,28,28,0
2352,0.40905,28,28,0
2353,0.40922,28,28,0
2354,0.40939,28,28,0
2355,0.40956,28,28,0
2356,0.40973,28,28,0
2357,0.40990,28,28,0
2358,0.41007,28,28,0
2359,0.41024,28,28,0
2360,0.41041,28,28,0
2361,0.41058,28,28,0
2362,0.41075,28,28,0
2363,0.41092,28,28,0
2364,0.41109,28,28,0
2365,0.41126,28,28,0
2366,0.41143,28,28,0
2367,0.41160,28,28,0
2368,0.41177,28,28,0
2369,0.41194,28,28,0
2370,0.41211,28,28,0
2371,0.41228,28,28,0
2372,0.41245,28,28,0
2373,0.41262,28,28,0
2374,0.41279,28,28,0
2375,0.41296,28,28,0
2376,0.41313,28,28,0
2377,0.41330,28,28,0
2378,0.41347,28,28,0
2379,0.41364,28,28,0
2380,0.41381,28,28,0
2381,0.41397,28,28,0
2382,0.41414,27,27,0
2383,0.41431,27,27,0
2384,0.41449,27,27,0
2385,0.41466,27,27,0
2386,0.41483,27,27,0
2387,0.41500,27,27,0
2388,0.41516,27,27,0
2389,0.41533,27,27,0
2390,0.41550,27,27,0
2391,0.41567,27,27,0
2392,0.41584,27,27,0
2393,0.41601,27,27,0
2394,0.41618,27,27,0
2395,0.41635,27,27,0
2396,0.41652,27,27,0
2397,0.41669,27,27,0
2398,0.41686,27,27,0
2399,0.41703,27,27,0
2400,0.41720,27,27,0
2401,0.41737,27,27,0
2402,0.41754,27,27,0
2403,0.41771,27,27,0
2404,0.41788,26,26,0
2405,0.41805,26,26,0
2406,0.41822,26,26,0
2407,0.41839,26,26,0
2408,0.41856,26,26,0
2409,0.41873,26,26,0
2410,0.41890,26,26,0
2411,0.41907,26,26,0
2412,0.41924,26,26,0
2413,0.41941,26,26,0
2414,0.41958,26,26,0
2415,0.41975,26,26,0
2416,0.41991,26,26,0
2417,0.42008,26,26,0
2418,0.42025,26,26,0
2419,0.42042,26,26,0
2420,0.42060,26,26,0
2421,0.42077,26,26,0
2422,0.42093,26,26,0
2423,0.42110,26,26,0
2424,0.42127,26,26,0
2425,0.42144,25,25,0
2426,0.42161,25,25,0
2427,0.42178,25,25,0
2428,0.42195,25,25,0
2429,0.42212,25,25,0
2430,0.42229,25,25,0
2431,0.42246,25,25,0
2432,0.42263,25,25,0
2433,0.42280,25,25,0
2434,0.42297,25,25,0
2435,0.42314,25,25,0
2436,0.42331,25,25,0
2437,0.42348,25,25,0
2438,0.42365,25,25,0
2439,0.42382,25,25,0
2440,0.42399,25,25,0
2441,0.42416,24,24,0
2442,0.42433,24,24,0
2443,0.42450,24,24,0
2444,0.42467,24,24,0
2445,0.42484,24,24,0
2446,0.42501,24,24,0
2447,0.42518,24,24,0
2448,0.42535,24,24,0
2449,0.42552,23,23,0
2450,0.42569,23,23,0
2451,0.42586,23,23,0
2452,0.42602,23,23,0
2453,0.42619,23,23,0
2454,0.42637,23,23,0
2455,0.42654,25,22,4
2456,0.42671,25,22,0
2457,0.42688,25,22,0
2458,0.42704,25,22,0
2459,0.42721,25,22,0
2460,0.42738,25,22,0
2461,0.42755,25,25,0
2462,0.42772,28,25,4
2463,0.42789,28,25,0
2464,0.42806,28,25,0
2465,0.42823,28,25,0
2466,0.42840,28,25,0
2467,0.42858,28,28,0
2468,0.42875,28,28,0
2469,0.42892,28,28,0
2470,0.42909,28,28,0
2471,0.42925,28,28,0
2472,0.42943,28,28,0
2473,0.42960,28,28,0
2474,0.42976,28,28,0
2475,0.42993,28,28,0
2476,0.43010,28,28,0
2477,0.43027,28,28,0
2478,0.43044,28,28,0
2479,0.43061,28,28,0
2480,0.43078,28,28,0
2481,0.43095,30,28,3
2482,0.43111,30,28,0
2483,0.43128,30,28,0
2484,0.43145,31,28,2
2485,0.43163,30,28,0
2486,0.43180,30,28,0
2487,0.43197,30,29,0
2488,0.43214,30,29,0
2489,0.43231,30,29,0
2490,0.43248,30,30,0
2491,0.43265,30,30,0
2492,0.43282,30,30,0
2493,0.43299,30,30,0
2494,0.43315,30,30,0
2495,0.43332,30,30,0
2496,0.43349,30,30,0
2497,0.43366,30,30,0
2498,0.43383,30,30,0
2499,0.43400,30,30,0
2500,0.43417,30,30,1
2501,0.43434,30,30,0
2502,0.43451,30,30,0
2503,0.43469,30,30,0
2504,0.43485,30,30,0
2505,0.43502,30,30,0
2506,0.43519,30,30,0
2507,0.43536,30,30,0
2508,0.43554,30,30,0
2509,0.43570,33,30,4
2510,0.43587,33,30,0
2511,0.43604,33,30,0
2512,0.43622,33,30,0
2513,0.43639,33,30,0
2514,0.43656,33,30,0
2515,0.43672,33,33,0
2516,0.43689,33,33,0
2517,0.43706,33,33,0
2518,0.43723,33,33,0
2519,0.43740,33,33,0
2520,0.43757,33,33,0
2521,0.43774,33,33,0
2522,0.43791,33,33,0
2523,0.43808,32,32,0
2524,0.43825,32,32,0
2525,0.43842,32,32,0
2526,0.43859,31,31,0
2527,0.43876,31,31,0
2528,0.43893,31,31,0
2529,0.43910,31,31,0
2530,0.43927,31,31,0
2531,0.43944,31,31,0
2532,0.43961,31,31,0
2533,0.43978,31,31,0
2534,0.43995,31,31,0
2535,0.44012,31,31,0
2536,0.44029,31,31,0
2537,0.44046,31,31,0
2538,0.44063,31,31,0
2539,0.44079,31,31,0
2540,0.44097,31,31,0
2541,0.44113,31,31,0
2542,0.44130,31,31,0
2543,0.44147,31,31,0
2544,0.44165,31,31,0
2545,0.44181,30,30,0
2546,0.44198,30,30,0
2547,0.44215,29,29,0
2548,0.44232,29,29,0
2549,0.44249,29,29,0
2550,0.44266,29,29,0
2551,0.44283,29,29,0
2552,0.44300,30,28,1
2553,0.44318,30,28,0
2554,0.44335,30,28,0
2555,0.44352,30,30,0
2556,0.44369,30,30,0
2557,0.44386,30,30,0
2558,0.44403,30,30,0
2559,0.44420,30,30,0
2560,0.44436,30,30,0
2561,0.44453,29,29,0
2562,0.44470,29,29,0
2563,0.44487,29,29,0
2564,0.44505,29,29,0
2565,0.44522,29,29,0
2566,0.44539,29,29,0
2567,0.44555,29,29,0
2568,0.44572,29,29,0
2569,0.44589,29,29,0
2570,0.44606,29,29,0
2571,0.44623,29,29,0
2572,0.44640,29,29,0
2573,0.44657,29,29,0
2574,0.44674,29,29,0
2575,0.44691,29,29,0
2576,0.44708,29,29,0
2577,0.44725,29,29,0
2578,0.44742,29,29,0
2579,0.44759,29,29,0
2580,0.44776,29,29,0
2581,0.44793,29,29,0
2582,0.44809,30,1,1
2583,0.44826,30,1,0
2584,0.44843,30,1,0
2585,0.44860,30,1,0
2586,0.44878,30,1,0
2587,0.44895,30,1,0
2588,0.44912,30,1,0
2589,0.44928,30,1,0
2590,0.44945,30,30,0
2591,0.44962,30,30,0
2592,0.44979,30,30,0
2593,0.44996,29,29,0
2594,0.45013,29,29,0
2595,0.45030,29,29,0
2596,0.45047,29,29,0
2597,0.45064,29,29,0
2598,0.45081,29,29,0
2599,0.45098,29,29,0
2600,0.45115,29,29,0
2601,0.45132,29,29,0
2602,0.45149,29,29,0
2603,0.45166,29,29,0
2604,0.45183,29,29,0
2605,0.45200,29,29,0
2606,0.45216,29,29,0
2607,0.45233,29,29,0
2608,0.45251,29,29,0
2609,0.45268,29,29,0
2610,0.45284,29,29,0
2611,0.45302,30,29,2
2612,0.45319,30,29,0
2613,0.45336,30,29,0
2614,0.45352,30,29,0
2615,0.45369,30,29,0
2616,0.45386,30,30,0
2617,0.45403,30,30,0
2618,0.45420,30,30,0
2619,0.45437,30,30,0
2620,0.45454,30,30,0
2621,0.45471,30,30,0
2622,0.45488,30,30,0
2623,0.45505,30,30,0
2624,0.45521,29,29,0
2625,0.45538,29,29,0
2626,0.45555,29,29,0
2627,0.45572,29,29,0
2628,0.45589,29,29,0
2629,0.45606,29,29,1
2630,0.45623,29,29,0
2631,0.45640,28,28,0
2632,0.45657,28,28,0
2633,0.45674,28,28,0
2634,0.45691,28,28,0
2635,0.45708,28,28,0
2636,0.45725,28,28,0
2637,0.45742,28,28,0
2638,0.45759,28,28,0
2639,0.45776,28,28,0
2640,0.45793,28,28,0
2641,0.45810,28,28,0
2642,0.45827,28,28,0
2643,0.45844,28,28,0
2644,0.45861,28,28,0
2645,0.45878,28,28,0
2646,0.45895,28,28,0
2647,0.45912,28,28,0
2648,0.45929,28,28,0
2649,0.45946,28,28,0
2650,0.45963,28,28,0
2651,0.45980,28,28,0
2652,0.45997,28,28,0
2653,0.46014,28,28,0
2654,0.46031,28,28,0
2655,0.46048,28,28,0
2656,0.46065,28,28,0
2657,0.46082,28,28,0
2658,0.46099,28,28,0
2659,0.46116,28,28,0
2660,0.46133,28,28,0
2661,0.46149,28,28,0
2662,0.46166,28,28,0
2663,0.46183,28,28,0
2664,0.46200,27,27,0
2665,0.46218,27,27,0
2666,0.46234,27,27,0
2667,0.46251,27,27,0
2668,0.46268,27,27,0
2669,0.46285,27,27,0
2670,0.46302,27,27,0
2671,0.46319,27,27,0
2672,0.46336,27,27,0
2673,0.46353,28,27,2
2674,0.46370,28,27,1
2675,0.46387,28,27,0
2676,0.46404,28,27,0
2677,0.46421,28,27,0
2678,0.46438,28,27,0
2679,0.46455,28,28,0
2680,0.46472,28,28,0
2681,0.46489,28,28,0
2682,0.46505,28,28,0
2683,0.46522,28,28,0
2684,0.46539,28,28,0
2685,0.46556,28,28,0
2686,0.46573,27,27,0
2687,0.46591,27,27,0
2688,0.46608,27,27,0
2689,0.46625,27,27,0
2690,0.46641,27,27,0
2691,0.46658,27,27,0
2692,0.46675,27,27,0
2693,0.46692,27,27,0
2694,0.46709,27,27,0
2695,0.46726,27,27,0
2696,0.46743,27,27,0
2697,0.46760,27,27,0
2698,0.46777,27,27,0
2699,0.46794,27,27,0
2700,0.46811,26,26,0
2701,0.46828,26,26,0
2702,0.46845,26,26,0
2703,0.46862,26,26,0
2704,0.46879,26,26,0
2705,0.46896,26,26,0
2706,0.46913,26,26,0
2707,0.46930,26,26,0
2708,0.46947,26,26,0
2709,0.46964,26,26,0
2710,0.46981,26,26,0
2711,0.46998,26,26,0
2712,0.47015,26,26,0
2713,0.47032,26,26,0
2714,0.47049,26,26,0
2715,0.47065,26,26,0
2716,0.47082,25,25,0
2717,0.47099,25,25,0
2718,0.47116,25,25,0
2719,0.47133,25,25,0
2720,0.47150,25,25,0
2721,0.47167,25,25,0
2722,0.47184,25,25,0
2723,0.47201,28,25,4
2724,0.47218,28,25,0
2725,0.47235,28,25,0
2726,0.47252,28,25,0
2727,0.47269,28,25,0
2728,0.47286,28,25,0
2729,0.47303,28,25,0
2730,0.47320,28,28,0
2731,0.47337,28,28,0
2732,0.47354,28,28,0
2733,0.47371,28,28,0
2734,0.47388,28,28,0
2735,0.47404,28,28,0
2736,0.47422,28,28,0
2737,0.47438,28,28,0
2738,0.47455,28,28,0
2739,0.47472,28,28,0
2740,0.47489,28,28,0
2741,0.47506,28,28,0
2742,0.47523,28,28,0
2743,0.47540,28,28,0
2744,0.47557,28,28,0
2745,0.47574,28,28,0
2746,0.47591,28,28,0
2747,0.47608,28,28,0
2748,0.47625,28,28,0
2749,0.47642,28,28,0
2750,0.47659,28,28,0
2751,0.47676,28,28,0
2752,0.47693,28,28,0
2753,0.47710,28,28,0
2754,0.47727,28,28,0
2755,0.47744,28,28,0
2756,0.47761,28,28,0
2757,0.47778,28,28,0
2758,0.47795,28,28,0
2759,0.47812,28,28,0
2760,0.47829,28,28,0
2761,0.47846,28,28,0
2762,0.47863,28,28,0
2763,0.47880,29,28,1
2764,0.47897,29,28,0
2765,0.47914,30,28,2
2766,0.47931,30,28,0
2767,0.47948,30,28,0
2768,0.47965,30,28,0
2769,0.47982,30,29,0
2770,0.47999,30,29,0
2771,0.48016,30,30,0
2772,0.48033,30,30,0
2773,0.48050,30,30,0
2774,0.48067,31,30,2
2775,0.48084,31,30,0
2776,0.48101,31,30,0
2777,0.48118,31,30,0
2778,0.48135,31,30,0
2779,0.48152,31,31,0
2780,0.48169,31,31,0
2781,0.48186,31,31,0
2782,0.48203,31,31,0
2783,0.48220,31,31,0
2784,0.48237,30,30,0
2785,0.48254,30,30,0
2786,0.48271,30,30,0
2787,0.48288,30,30,0
2788,0.48305,30,30,0
2789,0.48322,30,30,0
2790,0.48339,30,30,0
2791,0.48356,30,30,0
2792,0.48373,30,30,0
2793,0.48390,30,30,0
2794,0.48407,30,30,0
2795,0.48424,30,30,0
2796,0.48440,30,30,0
2797,0.48457,30,30,0
2798,0.48474,30,30,0
2799,0.48491,30,30,0
2800,0.48508,30,30,0
2801,0.48525,30,30,0
2802,0.48542,30,30,0
2803,0.48559,30,30,0
2804,0.48576,30,30,0
2805,0.48593,30,30,0
2806,0.48610,29,29,0
2807,0.48627,29,29,0
2808,0.48644,28,28,0
2809,0.48661,28,28,0
2810,0.48678,28,28,0
2811,0.48695,28,28,0
2812,0.48712,28,28,0
2813,0.48729,28,28,0
2814,0.48745,28,28,0
2815,0.48762,28,28,1
2816,0.48779,28,28,0
2817,0.48797,28,28,0
2818,0.48813,28,28,0
2819,0.48830,28,28,0
2820,0.48847,28,28,0
2821,0.48864,28,28,0
2822,0.48881,28,28,0
2823,0.48898,28,28,0
2824,0.48915,28,28,0
2825,0.48932,29,1,1
2826,0.48949,29,1,0
2827,0.48966,28,1,0
2828,0.48983,28,1,0
2829,0.49000,28,28,0
2830,0.49017,28,28,0
2831,0.49034,28,28,0
2832,0.49051,28,28,0
2833,0.49068,28,28,0
2834,0.49085,28,28,0
2835,0.49102,28,28,0
2836,0.49119,27,27,0
2837,0.49136,27,27,0
2838,0.49153,27,27,0
2839,0.49170,27,27,0
2840,0.49187,27,27,0
2841,0.49204,27,27,0
2842,0.49221,27,27,0
2843,0.49238,27,27,0
2844,0.49255,27,27,0
2845,0.49272,27,27,0
2846,0.49289,27,27,0
2847,0.49306,27,27,0
2848,0.49323,27,27,0
2849,0.49340,27,27,0
2850,0.49356,27,27,0
2851,0.49374,27,27,0
2852,0.49391,27,27,0
2853,0.49408,27,27,0
2854,0.49424,27,27,0
2855,0.49441,28,27,1
2856,0.49458,28,27,0
2857,0.49475,28,27,0
2858,0.49492,28,27,0
2859,0.49509,28,27,0
2860,0.49526,28,27,0
2861,0.49543,28,28,0
2862,0.49560,28,28,0
2863,0.49577,28,28,0
2864,0.49594,28,28,0
2865,0.49611,28,28,0
2866,0.49628,28,28,0
2867,0.49645,28,28,0
2868,0.49662,28,28,0
2869,0.49679,28,28,0
2870,0.49696,28,28,0
2871,0.49712,28,28,0
2872,0.49729,28,28,0
2873,0.49746,28,28,0
2874,0.49763,28,28,0
2875,0.49780,28,28,0
2876,0.49797,28,28,0
2877,0.49814,28,28,0
2878,0.49831,28,28,0
2879,0.49848,28,28,0
2880,0.49865,28,28,0
2881,0.49882,28,28,0
2882,0.49899,28,28,0
2883,0.49917,28,28,0
2884,0.49933,28,28,0
2885,0.49950,30,28,3
2886,0.49967,30,28,0
2887,0.49984,30,28,0
2888,0.50001,29,28,0
